time,wind_factor,lw_factor,coef_mix_hyp,inflow_factor,Kw,Fsed_oxy,Ksed_oxy,Kdom_minerl,Rdom_minerl,Fsed_nit,Ksed_nit,Knitrif,Fsed_amm,Fsed_frp,Fsed_rsi,pd.R_growth,pd.R_growth.1,pd.R_growth.2,Fsed_dic,Rnitrif,Kdenit,Ksed_frp,Kpom_hydrol,pd.R_resp,pd.R_resp.1,pd.R_resp.2,pd.R_nuptake,pd.R_nuptake.1,pd.R_nuptake.2,pd.R_puptake,pd.R_puptake.1,pd.R_puptake.2,NRMSE
2023-08-16 15:09:47,0.959061082739893,1.18979126959971,0.379463132605258,0.708269177062967,0.0354239300652919,-181.000422561889,53.4682313090267,62.2860890049027,0.014,-8.44794091925241,12.8989693498607,86.1207829622282,22.5800687456274,0.45410579878534,18.3465385819817,2.85014854626016,0.783983044205275,2.11690899274084,258.382600315473,0.355457125314632,2.21008046974687,175.652565923263,60.9490332151083,0.0758793738815772,0.109380159795002,0.1105,0.0820426670459877,0.0531798187398049,0.0865062273291104,0.00710738670136924,0.00275693478134217,0.00351763758360889,1.46930723188898
2023-08-16 15:08:23,0.958107383999615,1.17870106117735,0.385196087278808,0.708363215062385,0.0389442299207871,-182.170595564124,53.6936019414537,61.2405504782342,0.0141221317674234,-8.51780139436456,12.8897278518056,86.9903048794134,22.4916167693575,0.451823827392414,18.23137216187,2.82552932665486,0.788516688463305,2.12847699189069,258.596240793718,0.354573654932543,2.20595760387381,177.904566105715,61.1220808629207,0.0760472408226041,0.109381645132474,0.109329585674676,0.0830024940062568,0.0537760602823771,0.0865135867382292,0.00715110475624565,0.00277951454376938,0.00356872188745919,1.4759414458406
2023-08-16 15:07:03,0.961250415938948,1.17984570486755,0.385033698559545,0.715063522373838,0.0397465158614323,-180.381045750708,53.0133153774538,61.2132765839294,0.014,-8.53326421728922,12.8772125752182,86.5755601598336,22.3686731705816,0.454525406997961,18.3184875619031,2.8,0.789717798713092,2.1,260.122770653424,0.357572141651744,2.21083105023863,176.348362205216,61.1927788432385,0.0755568046486075,0.110045408050735,0.109797500172226,0.0824416054059768,0.0535573310835617,0.0855843890079391,0.00711906751331114,0.00276924574492457,0.00358961706708967,1.47541437113438
2023-08-16 15:05:40,0.958218870221737,1.17893561630877,0.381691421149768,0.705400722246794,0.0167013190086017,-180.337134032816,53.4291193789681,61.5706010174036,0.0140876189335412,-8.58260717588532,12.8861789896458,86.7207357827378,22.584597641515,0.449620843655086,18.3653947864792,2.82914942453607,0.78873890501186,2.13859971826866,256.760663293697,0.356737032200767,2.24184801764615,176.643648273018,61.3261950123637,0.0754420300528705,0.10949891254114,0.110287962761815,0.0824622565503116,0.0536458757275207,0.0862197982241084,0.00707456912652199,0.00274543073569265,0.00358080653421364,1.47432099095484
2023-08-16 15:04:16,0.964368038924921,1.18371794064375,0.385879439158222,0.700166778579716,0.0413362579345537,-179.865930044552,53.5591275970765,61.9449555371292,0.0140949342951522,-8.44866209272068,12.9201267559629,86.1475922953266,22.6190509624698,0.450165837249748,18.3026590247185,2.80839082049751,0.793060120349841,2.11771791576356,259.154017288001,0.362620762757869,2.21181236391321,176.032325390791,61.0945269128741,0.0771197652398785,0.110015589151244,0.110330484601643,0.0826985212531086,0.0532414762774479,0.0856531391555758,0.00719886130400078,0.00274591865091118,0.00353207247495864,1.46877738527473
2023-08-16 15:02:53,0.961903076117715,1.18583290418048,0.383673597108482,0.708325635371001,0.0232176805971031,-180.177534724611,53.7520946304248,61.6379017747838,0.0141111503788238,-8.53078887978043,12.8517795734381,86.8016965545619,22.6271215865781,0.449905883971532,18.3349764764333,2.84838694922019,0.795428370103414,2.12477127897579,256.530385624998,0.357486529028629,2.20211946707166,176.089428923244,60.4513747946096,0.0763666551155151,0.109220432639934,0.1105,0.0825872493316735,0.0532621416899878,0.0866998660013282,0.00720349626807546,0.00280351891673081,0.00353773005628779,1.4730440909558
2023-08-16 15:01:30,0.970576977669684,1.1773809021058,0.377391873794059,0.713286053555023,0.0323615626228876,-180.602170585163,53.5094786499339,61.5009521165326,0.0142007545067272,-8.51071831031105,12.8485393782407,87.1004990841107,22.5970073915973,0.445575183432439,18.3782707940444,2.81570536852533,0.79797376345856,2.12893899463751,258.510826195307,0.360210427488658,2.26608903597082,177.344376947851,61.5924371813893,0.0769269166854143,0.110177751262578,0.110340087842027,0.0820239672995983,0.053059658130872,0.0864143785457737,0.00714582727368673,0.00277774857131639,0.0035448730713452,1.4738705918569
2023-08-16 15:00:05,0.960977478187062,1.17949605082352,0.38604447465043,0.708527661026656,0.0269700125121868,-180.416266049743,53.5606475203275,61.3481132410997,0.014,-8.55285746402987,12.8293337655599,86.6450079248856,22.4540140793463,0.451199235512806,18.3075912301616,2.80943754128174,0.786881285411728,2.1244306812269,258.76042277,0.355447053980167,2.22988496972364,176.470536515515,61.3982887251366,0.0764139773937348,0.110172481392566,0.1105,0.0830605538850671,0.0533639956818997,0.08630767607957,0.00712516952791618,0.00278780303491991,0.00355828375162572,1.46559103828462
2023-08-16 14:58:41,0.974167005985513,1.1735338707303,0.379871424045469,0.713793652220627,0.0376830946691818,-180.110853409519,53.5085307285853,61.8440994636277,0.0141188278103235,-8.47300859017233,12.977485575959,86.4995838079743,22.5308099355683,0.451544171424819,18.3688494246917,2.82530985201897,0.795881512473931,2.13417192716224,259.385643489919,0.355586914601064,2.21603316543414,177.520010336989,60.6710793787929,0.0760881249194463,0.109459415309068,0.110150592208753,0.0825072429098986,0.0533141421081185,0.0865822162600833,0.00710136245100803,0.00273,0.00360196280502799,1.48248197133652
2023-08-16 14:57:14,0.953809448013948,1.17708075646981,0.381343836763279,0.721175702558659,0.0574885320015424,-180.756237294056,53.3952989979682,61.9627791019112,0.014269108906659,-8.53288563465038,12.904379165117,86.2603748602599,22.7391339292022,0.451144280577916,18.2884688036796,2.8,0.793979880557591,2.12766433757095,259.973743298742,0.356389208022463,2.21946054579016,177.468575161636,61.4874676765725,0.0763136216368331,0.109350755877217,0.110368713194601,0.0821201845656223,0.0532833109217181,0.0866404519965405,0.00711636262001752,0.00273359124996682,0.00356653585416127,1.47323666087767
