time,temp,OXY_oxy,NIT_nit,NIT_amm,PHS_frp,SIL_rsi,OGM_doc,PHY_TCHLA,NRMSE
2023-08-16 15:09:44,0.735254211696249,0.560900976523653,0.13217538746619,-0.447255432787891,-0.377190855013083,-0.0716563999811,-2.00075374542154,-7.09760592237823,1.46930723188898
2023-08-16 15:08:21,0.727417544425715,0.579476518326318,0.0920863976521307,-0.439970607522364,-0.377253636998307,-0.074785909178313,-1.95011924409952,-7.38788621426719,1.4759414458406
2023-08-16 15:07:00,0.717806564020206,0.577740076773013,0.100194301368837,-0.442068755942306,-0.369604798703158,-0.0689468770858495,-2.1090843190077,-7.16808317768336,1.47541437113438
2023-08-16 15:05:37,0.715974187462409,0.581087474617552,0.131978478250834,-0.440518134201637,-0.377796555157472,-0.0771785809972652,-1.78253261936005,-7.50252145449386,1.47432099095484
2023-08-16 15:04:13,0.72250827629508,0.575576591221034,0.166499480372683,-0.443578979015304,-0.369925416726572,-0.0721112530196062,-2.0949766427175,-7.11624309321526,1.46877738527473
2023-08-16 15:02:50,0.709749918437914,0.581828337312856,0.100595724383597,-0.440201280021119,-0.377215422417337,-0.072980747018174,-1.92307947382708,-7.17856188727387,1.4730440909558
2023-08-16 15:01:26,0.733091881248024,0.577066460143008,0.114459334379142,-0.441934070586888,-0.384066093835611,-0.0762045398062539,-1.89537436443118,-7.43212224425733,1.4738705918569
2023-08-16 15:00:02,0.745350233903842,0.583455251272869,0.109780147431846,-0.442052392151187,-0.381659583494797,-0.0711655946280525,-1.8154030068802,-7.33543736325914,1.46559103828462
2023-08-16 14:58:38,0.704471742570633,0.579852055473826,0.0803178759311162,-0.437811033222581,-0.373170440564227,-0.0699741794892723,-1.926646859205,-7.48137461939235,1.48248197133652
2023-08-16 14:57:11,0.733016569849453,0.572068293327445,0.122002815235403,-0.444452161740724,-0.366637922696138,-0.0686535750808304,-2.20371380853507,-7.15168840335691,1.47323666087767
2023-08-16 14:55:46,0.728341327919455,0.57667848464785,0.0785444681895319,-0.441925630129197,-0.372535943883343,-0.0706184669699963,-1.99784554493369,-7.36326499057894,1.47727288362181
2023-08-16 14:54:21,0.732182223560947,0.583671453590101,0.105549343156429,-0.439447168693599,-0.373780023686473,-0.0706662271823917,-1.89203548356181,-7.46465151231337,1.47297764574957
2023-08-16 14:52:56,0.735280223953902,0.566611587860964,0.0804734553902928,-0.443731672536144,-0.369420613213707,-0.0741503787173403,-2.10034932289742,-6.96763836355367,1.4708112270207
2023-08-16 14:51:32,0.731099252149145,0.581543562068309,0.107297834879168,-0.444333645386699,-0.374251197924123,-0.0741366582374072,-1.95605821519019,-7.16833773887246,1.46877003084347
2023-08-16 14:50:09,0.738214899135366,0.574472009334465,0.112986673728769,-0.442132206032325,-0.373566727824939,-0.0746348653212436,-2.0239484842695,-7.15846713545128,1.46924348183463
2023-08-16 14:48:46,0.729340108901879,0.58521084649081,0.140279283951207,-0.439878979175102,-0.365531808085652,-0.0695913815703275,-1.98617233884125,-7.55844110183207,1.47458730583239
2023-08-16 14:47:23,0.710508009910839,0.588285830847382,0.104135673305085,-0.440044789609584,-0.369620834413744,-0.072668388849118,-1.99917274742087,-7.34117001720469,1.47652639110881
2023-08-16 14:45:59,0.727271781405845,0.575740423130474,0.146522064217191,-0.443709094646252,-0.363041935462463,-0.0711358920628677,-2.33792143178712,-7.0773988588391,1.4731377094919
2023-08-16 14:44:33,0.737774586509252,0.582896215092869,0.129392658226145,-0.444327883523567,-0.373241145511985,-0.0692291835037528,-1.95610650081295,-7.26580328273454,1.4671453158064
2023-08-16 14:43:09,0.704500712823626,0.586875046413204,0.0872004285135618,-0.437768599854026,-0.36722285589948,-0.0727874457123212,-2.03349556412007,-7.1487813998773,1.47531316124432
2023-08-16 14:41:44,0.736835841004021,0.556250503736038,0.0735018359473418,-0.441736814745662,-0.370969536659108,-0.0744258040584331,-2.04751884515699,-7.07979213105684,1.47432856598573
2023-08-16 14:40:19,0.713559106062709,0.576342294151625,0.112810008316005,-0.445261589735586,-0.370843752768733,-0.0717039627216083,-2.26093876879659,-7.04024642356857,1.47649764882281
2023-08-16 14:38:51,0.749803444218752,0.577825184198814,0.127394408743649,-0.443805843430286,-0.373537257143435,-0.0674513945102644,-1.96309770046973,-7.22679173560018,1.46457060291822
2023-08-16 14:37:23,0.725215177086037,0.561840635427746,0.119620078037534,-0.442968246936867,-0.373099398808516,-0.0738311568382832,-2.07722824910902,-7.18983735432714,1.4758666650493
2023-08-16 14:35:56,0.708766763290588,0.578218649122206,0.106520991729869,-0.439434078545136,-0.369238158193303,-0.068073022319926,-1.94718460357492,-7.34889277218387,1.47713404078334
2023-08-16 14:33:41,0.722653181923399,0.570307654421339,0.125195900940115,-0.442768123091482,-0.376449219206263,-0.0736622459170191,-1.90053853136865,-7.24795090795899,1.47196652771175
2023-08-16 14:32:22,0.726575586362578,0.58311304183066,0.14300795291777,-0.443393730944047,-0.366753001542023,-0.0729887376032656,-2.10058572580916,-7.19437975247114,1.47012997059432
2023-08-16 14:31:01,0.726184287380752,0.57409807693814,0.0886428320251252,-0.441298968325022,-0.376886136225691,-0.0709882614253714,-1.91178831861828,-7.28596573107593,1.47395045646252
2023-08-16 14:29:41,0.756580494021554,0.571054789023469,0.107421793565035,-0.446224033758369,-0.377710403902912,-0.0752737832501418,-1.92437785513373,-7.26803028404312,1.46698281230727
2023-08-16 14:28:20,0.703726314163936,0.590621267319068,0.067695274433959,-0.439049360685793,-0.368719560288767,-0.0658859019351759,-1.99077981904289,-7.49998100796904,1.48285471891922
2023-08-16 14:26:59,0.759546030790298,0.565505383302366,0.114719423648425,-0.445443160205561,-0.377759756598939,-0.0796298707128682,-1.96573474381332,-7.31357387244804,1.46915892334198
2023-08-16 14:25:41,0.732088339433115,0.563730568655676,0.0700183097861002,-0.445442567844937,-0.374661236045383,-0.0732406894530391,-2.09508241723056,-7.0395271883123,1.4746593218567
2023-08-16 14:24:21,0.713007897297981,0.571580087095215,0.107623371865355,-0.442960935354942,-0.37238022088341,-0.0709214330253465,-1.96317470767405,-7.18808457669595,1.47468384249538
2023-08-16 14:23:01,0.725659993467125,0.579038755782359,0.139546962720863,-0.437241728053626,-0.371638212708659,-0.0737824700787695,-1.85520520310568,-7.46971329515682,1.47211251597525
2023-08-16 14:21:41,0.712278657965249,0.569437799148291,0.129200316122462,-0.445247501325325,-0.362547389486223,-0.0765220395562136,-2.41216800022259,-6.99115496591443,1.47900877538891
2023-08-16 14:20:21,0.709607592954325,0.580120974676571,0.126221002935334,-0.441426634480217,-0.365692196251546,-0.069246735860832,-2.13470342830012,-7.31901419970121,1.47870616714176
2023-08-16 14:19:00,0.750336903694378,0.575359826327362,0.132002707802795,-0.445174014082077,-0.376260413156272,-0.0761611419737569,-1.95425900871792,-7.2972072289517,1.46710095001519
2023-08-16 14:17:40,0.734263115697994,0.57142051899649,0.10019493708553,-0.441598867301552,-0.377371882296593,-0.0728895877647813,-1.76827764691107,-7.42940294360481,1.4721052746284
2023-08-16 14:16:19,0.718111507483124,0.570878575633053,0.144768637178839,-0.43753862437987,-0.373246012478422,-0.0681288305609999,-1.90237341869888,-7.40221749112007,1.47393978040672
2023-08-16 14:14:59,0.732668104211032,0.568277644445429,0.125486991492358,-0.445730985968738,-0.370559723218142,-0.0697902769359751,-2.1955066977484,-7.06319961219483,1.47187932622584
2023-08-16 14:13:38,0.722692208172166,0.578371693631157,0.0747174186936822,-0.440811606856339,-0.371160528024378,-0.0742539859217688,-2.0307932130957,-7.15443826563822,1.47454411346422
2023-08-16 14:12:19,0.741912358447561,0.58210608566632,0.105113563902549,-0.441093354612328,-0.375371084525316,-0.0693157245615954,-1.8021848892225,-7.28755039787499,1.46502740119728
2023-08-16 14:10:58,0.731304201519405,0.585098771690405,0.120221536413586,-0.444120315777764,-0.369547944646834,-0.0722067921714207,-2.01914967835218,-7.15670469552574,1.46782207400324
2023-08-16 14:09:37,0.705383808042861,0.583648750642616,0.070992910248483,-0.440981599896133,-0.376708300065382,-0.0753014467917406,-1.88998798902699,-7.32972818679484,1.4788192244165
2023-08-16 14:08:17,0.715331883260103,0.572824886011635,0.151982285626674,-0.44041007530953,-0.377146190380423,-0.0737385906134664,-1.87973422739236,-7.26081262965915,1.47076966546847
2023-08-16 14:06:58,0.756205548103975,0.569316081843593,0.0956696732295964,-0.446374331604314,-0.374994645275144,-0.0687703196282121,-2.08162928103373,-7.09022017032032,1.46682989766519
2023-08-16 14:05:38,0.711768877107266,0.57819648239675,0.0904691006326956,-0.438701590106271,-0.374206728692592,-0.0732873763698465,-1.94631199663237,-7.34624740013355,1.47826740057647
2023-08-16 14:04:18,0.732395070061355,0.577766867617945,0.098885170322433,-0.442184666436954,-0.37562120478583,-0.0737778756232019,-1.87466724649536,-7.26303677597611,1.47005701470831
2023-08-16 14:02:58,0.740724375938635,0.582372363154779,0.0967446696023339,-0.444566494876429,-0.370665304287542,-0.0715813937114667,-2.03816140218948,-7.12330873480771,1.4676156777349
2023-08-16 14:01:37,0.722906355059649,0.5802850008342,0.127796233656055,-0.4402723936997,-0.372035895616381,-0.0706166261450154,-1.96053835573983,-7.35304530642215,1.47296138429723
2023-08-16 14:00:18,0.719052609818424,0.576920545217183,0.0751835344794319,-0.444439534493751,-0.376245008085949,-0.0767159924872063,-2.01341779962955,-7.158746725603,1.47602013078898
2023-08-16 13:58:59,0.735750205279401,0.568451650715359,0.12542886549255,-0.44275923692926,-0.374031695430169,-0.0722421360715599,-1.95813334424126,-7.25417089661985,1.47060659908653
2023-08-16 13:57:39,0.701131489873003,0.569420540355796,0.115344660780219,-0.442414801008045,-0.368631591004937,-0.0700449767514197,-2.16835844011553,-7.07426645033295,1.47859007458022
2023-08-16 13:56:20,0.72636121573697,0.576846818934434,0.114599408208155,-0.445887677414982,-0.363072235347729,-0.0711026385482774,-2.26637373901937,-6.95589328854042,1.47126445572523
2023-08-16 13:55:00,0.709519506470547,0.576227202159453,0.131975577604609,-0.440268072670172,-0.363931802451888,-0.0691468678641074,-2.18460326732952,-7.17433732413846,1.47656500093318
2023-08-16 13:53:40,0.710787082711286,0.578211513566932,0.0985739373982694,-0.441950758942609,-0.368072253312218,-0.0724200507259425,-2.03834248460921,-7.15203066576004,1.47528971199873
2023-08-16 13:52:20,0.718518444182038,0.582596741058496,0.0905835034511097,-0.442317844803011,-0.364557884276389,-0.0724579178938571,-2.23711481257155,-6.97746603365506,1.47346366097848
2023-08-16 13:50:59,0.740590886861536,0.579372965924256,0.113912564234264,-0.443289092757713,-0.3763856286866,-0.0767813118294527,-1.89274392827824,-7.33489233220298,1.46931615037355
2023-08-16 13:49:37,0.710018866739174,0.572133044385566,0.102840347783372,-0.441841167346916,-0.373539363262968,-0.0716626287606017,-2.03279766592153,-7.02246565723624,1.47325728055405
2023-08-16 13:48:17,0.722673978046926,0.572525826249957,0.108751612426124,-0.443956645668513,-0.380102415167399,-0.0735165885128903,-1.86856448310708,-7.29482918773035,1.47335576753544
2023-08-16 13:46:55,0.722343251955316,0.56866902043316,0.117520811737574,-0.440428181866811,-0.37726606980206,-0.0697276837133025,-1.87816849885261,-7.34999741920498,1.47424734953423
2023-08-16 13:45:35,0.705678797236784,0.580554558319226,0.0930007149106632,-0.442457134508985,-0.367060389066621,-0.0725975667741239,-2.3552451301703,-7.04137974678371,1.48057487159
2023-08-16 13:44:16,0.744182112952098,0.563175920944377,0.138692029333177,-0.445081826346653,-0.384942041542381,-0.0691304746628998,-1.82746926012628,-7.4166890035698,1.46984583160423
2023-08-16 13:42:55,0.72247216705244,0.571846132849693,0.1181398989217,-0.442107603934549,-0.371051415790127,-0.0732430920247875,-2.05857824080915,-7.25264854573295,1.47555813394599
2023-08-16 13:41:35,0.735901271759012,0.57796530234755,0.0754285974066355,-0.439992437488389,-0.374207128139152,-0.0704677117232961,-1.89761548947111,-7.36568019244413,1.47329844004124
2023-08-16 13:40:15,0.746843252678352,0.56534127018016,0.0831454682235397,-0.444893550329188,-0.374155896940399,-0.0722082880778647,-2.02920576787353,-7.02754349827979,1.4681968173156
2023-08-16 13:38:55,0.744427946276233,0.570489054298244,0.0837454603197042,-0.441610356495499,-0.372503834741893,-0.0689592611934111,-1.94955414120961,-7.3947502701811,1.47392599480917
2023-08-16 13:37:35,0.725929307065731,0.579483353531706,0.0838444292350606,-0.441918145036028,-0.374740425979175,-0.069783357894974,-1.89048533090972,-7.36806024210065,1.47459857004666
2023-08-16 13:36:16,0.735358952352907,0.583977745331899,0.134487467160966,-0.442007865816997,-0.374457624788447,-0.0717697045762282,-2.00997192080956,-7.32832160625254,1.46989268370909
2023-08-16 13:34:54,0.704561624936261,0.57677915486077,0.116424799714343,-0.439499823181176,-0.36238164761653,-0.0701190683284727,-2.23021457337637,-7.13285660160876,1.47864472355779
2023-08-16 13:33:33,0.737405557371215,0.579482611190933,0.103674079322936,-0.442742019366424,-0.37215382659221,-0.074871278399705,-2.00808718331058,-7.21771270603339,1.47020787508555
2023-08-16 13:32:13,0.73375310809306,0.577468681898595,0.126320579300332,-0.444498724801942,-0.369815929378225,-0.0730485849966531,-2.048306608037,-7.09947306768461,1.46769665556914
