733774	6.9742188	0.61866448	-8.6704124	87.408709	1000	6.0730774	0
733775	8.3037924	0.41593389	-10.705826	86.799265	1000	3.8353546	0
733776	4.1886396	0.92043985	-5.9458221	90.987144	1000	5.8390731	0.033583333
733777	7.9887094	0.47818907	-6.6658323	90.306774	1000	5.1871099	1.7291667
733778	8.8163713	0.3413018	-13.564994	88.231075	1000	4.2490443	0
733779	6.9405047	0.64766899	-9.2183212	89.159487	1000	3.11109	0
733780	3.0658968	1	-8.2062439	89.392117	1000	3.8367696	0.91291667
733781	5.3945136	0.82617162	-10.62832	87.403153	1000	5.298993	0
733782	4.568526	0.90346165	-8.7262456	91.546321	1000	3.4664346	9.2073333
733783	6.8588784	0.68051502	-9.0420784	90.738439	1000	4.4654796	4.24325
733784	3.6613548	0.98563288	-12.021243	89.202692	1000	2.9128801	0.0875
733785	7.6590469	0.60119195	-11.75541	90.209184	1000	2.3612537	3.7883333
733786	8.0314345	0.56738957	-16.421247	84.627877	1000	5.5239366	0
733787	5.9766156	0.80214785	-19.400832	83.131604	1000	4.1236052	2.5041667
733788	9.7664076	0.31029929	-27.459582	80.565598	1000	4.9556576	0
733789	9.2345616	0.43151375	-26.044167	82.14675	1000	4.0145754	0.0385
733790	6.0813144	0.80305517	-11.067911	84.68408	1000	6.5931393	0.64666667
733791	5.4073332	0.86699188	-11.706248	88.33076	1000	3.6168539	0.4356
733792	6.4300068	0.78053249	-9.786247	90.658154	1000	3.7438781	0.785
733793	9.19017	0.47585914	-11.263742	90.298926	1000	3.4380844	0
733794	9.6852312	0.41282598	-11.828327	92.238947	1000	3.4429253	0
733795	9.8511301	0.39798106	-10.637493	95.515517	1000	2.7321116	0
733796	9.8147231	0.42491516	-11.081662	88.840818	1000	6.2482117	0
733797	10.590433	0.32275993	-21.252918	83.080818	1000	4.3609496	0
733798	8.2343411	0.65926121	-20.304166	83.300003	1000	3.1166536	0
733799	8.0650801	0.68247169	-16.218747	82.508782	1000	2.6874401	0
733800	7.765938	0.71777191	-14.412496	83.155068	1000	1.4379776	0.013595833
733801	8.2871605	0.67432919	-11.587489	86.903965	1000	3.2179619	0
733802	8.3345005	0.67672474	-8.977493	83.428388	1000	4.9078384	0.078333333
