time,temp,OXY_oxy,NIT_nit,NIT_amm,PHS_frp,SIL_rsi,OGM_doc,PHY_TCHLA,NRMSE
2024-01-13 11:43:51,0.802659910514289,0.497045706352992,0.301802423030946,-0.401816072386554,-0.578684782507444,-0.192853329162879,-0.915956498545714,-1.04524433040922,1.25122122820879
2024-01-13 11:41:47,0.129706342095705,0.573725315946677,0.454618801668279,-0.42360499413628,-0.544166012712185,-0.250664708396411,-1.44112011638766,-2.39431368364625,1.41073280428207
2024-01-13 11:39:40,0.912100979105139,0.0852190372647669,-0.130965229099361,-0.45001191360255,-0.595159882252347,-0.275483545484077,-1.4015251308562,-0.92501010264926,1.32856318931994
2024-01-13 11:37:32,0.86054844089287,0.482289662101998,0.204488213925458,-0.392804061262012,-0.585013922636621,-0.256318890538197,-0.699245206414368,-0.935792858185254,1.23939796297965
2024-01-13 11:35:23,0.735595955450649,0.327297458715439,0.323526749119482,-0.40425576999169,-0.487151706147954,-0.254774742622023,-4.55654970127003,-1.20689641019446,1.37742296850396
2024-01-13 11:33:13,0.920965315164763,0.276947160804181,0.201981074916788,-0.390264136998022,-0.60947196980106,-0.235800549361195,-1.09756731423845,-3.53627438168642,1.35965680371762
2024-01-13 11:31:02,0.874491262405157,0.487606604047037,0.139548253960481,-0.401807234372431,-0.540584735629793,-0.200522574992904,-1.19775189737204,-1.63967140694992,1.2778520752168
2024-01-13 11:28:54,0.893736423106518,0.494971475251155,0.117304646444198,-0.378497524576664,-0.655093786787839,-0.176586846193209,-15.659826901655,-6.91431604453241,1.63210431650446
2024-01-13 11:26:46,0.92748424761351,0.442832951939147,-17.0274290141505,-0.374076445164556,-0.645627199508524,-0.0671715847916836,-20.6485149715016,-6.79875833851194,2.11623653000398
2024-01-13 11:24:39,0.89636564606936,0.1438568210447,0.043063321950764,-0.428181804687607,-0.591021483351797,-0.261596863054885,-0.856010519693199,-1.30095106536322,1.31480779849901
2024-01-13 11:22:29,0.915124830324197,0.295452804858564,0.145236798720952,-0.38849997623459,-0.614180820867738,-0.256209260656758,-0.810462249009395,-2.83212922494343,1.33454010302349
2024-01-13 11:20:19,0.949460767791075,0.159836111243616,0.00189101667023917,-0.414167719389975,-0.577718661224365,-0.295975568675154,-5.36131841133329,-3.49066276422437,1.46506700964815
2024-01-13 11:18:10,0.899274536410719,0.340223237287297,0.00631955308137455,-0.410759029574495,-0.616510114957976,-0.265653085207508,-0.757603337570731,-1.56795790888107,1.29734223021271
2024-01-13 11:16:04,0.878483136476441,0.12419865979273,-1.74411858675708,-0.453256167212099,-0.288604625808084,-0.169604769238893,-11.4219771590878,-0.849691700316619,1.54383883309567
