time,wind_factor,lw_factor,coef_mix_hyp,inflow_factor,Kw,Fsed_oxy,Ksed_oxy,Kdom_minerl,Rdom_minerl,Fsed_nit,Ksed_nit,Knitrif,Fsed_amm,Fsed_frp,Fsed_rsi,pd.R_growth,pd.R_growth.1,pd.R_growth.2,Fsed_dic,Rnitrif,Kdenit,Ksed_frp,Kpom_hydrol,pd.R_resp,pd.R_resp.1,pd.R_resp.2,pd.R_nuptake,pd.R_nuptake.1,pd.R_nuptake.2,pd.R_puptake,pd.R_puptake.1,pd.R_puptake.2,NRMSE
2023-08-18 14:12:54,0.588314788183197,0.914976502768695,0.237379993777722,0.693140221992508,1.07501775324345,-180.546752200462,42.0710816862993,40.647191782482,0.0208221924165264,-8.40999275846407,6.88919453555718,93.3096194081008,27.2534069675021,0.59194593236316,16.8488552598283,5.46967630125582,0.674189693806693,3.09062673320062,179.377465159632,0.742831088136882,3.99447579332627,168.594667548314,76.486797966063,0.105657825169619,0.0465554382523987,0.121404997340078,0.0638624308211729,0.0457701516924426,0.0790435960358009,0.00473575462843291,0.00410690506557003,0.00511929791467264,2.37711327486719
2023-08-18 14:11:29,1.49151643761434,1.42190968617797,0.380422500241548,0.91927338973619,1.22313824418001,-158.380916377064,59.9024514202029,66.396753564477,0.0217775446968153,-10.5124696949497,5.24169612908736,109.012223780155,28.5421825605445,0.463491892674938,23.919779453706,2.17720904015005,0.867234187200665,3.87150924839079,244.648146617692,0.482995041646063,1.93436970398761,122.67591683194,72.6437872974202,0.0547032702283468,0.107575714227278,0.0676499214442447,0.0490286857362837,0.0867571297761053,0.0907197509212419,0.0118037345765624,0.00439091655132361,0.00531866530703846,2.15675653827086
2023-08-18 14:10:07,0.889681089203805,1.34650909923948,0.239175554737449,0.559843978146091,0.2578603053784,-92.0960176270455,32.5664336327463,66.924888510257,0.0135266822949052,-14.2625042423606,14.1917807189748,79.5746808871627,20.107854670845,0.565852706087753,20.4742855005898,4.98839648161083,1.41419512941502,2.94992486676201,169.650684122462,0.66090084600728,3.4738822059799,237.600739765912,59.343126998283,0.0663981280149892,0.123847637785366,0.116760248136707,0.0469064464401454,0.0921682182187215,0.0738824773952365,0.00489185158652253,0.00377778538959101,0.0055230069343932,1.54520684100319
2023-08-18 14:08:37,0.730013252878561,1.27304637501948,0.247497447486967,0.969524043146521,0.982913721147925,-181.984807353001,63.7560583767481,83.7319691805169,0.021458515108563,-7.45618352666497,9.40162321552634,43.1665731780231,33.6903673410416,0.317704535205849,23.1110650319606,3.44546116888523,0.820990383625031,2.55199945019558,171.937768114731,0.377935331314802,2.02272663451731,252.417327882722,59.5182926533744,0.0771021152671892,0.127138268890558,0.106181824576808,0.0706383003179729,0.0508351185666397,0.0477075842414051,0.0130824029683135,0.00582703251990024,0.00343269588959031,2.13598400421782
2023-08-18 14:07:14,0.835296098422259,1.13855657726526,0.456094764452428,0.808204170130193,0.407054301153403,-204.646486463025,42.1798262160271,66.6397574884817,0.0192221576301381,-13.1878777872771,6.07634141808376,101.474163606763,43.3927444950677,0.384575331001543,25.8433320717886,2.66082192584872,0.809850948629901,2.50256784888916,129.289237700868,0.465529623674229,2.21862114476971,125.551757402718,38.9058525580913,0.125537838409655,0.0876398496248294,0.0844730946433265,0.0795069987606257,0.0618093177229166,0.0605663641709834,0.00626146171912551,0.00478080984705593,0.0049374710521521,1.73931569606256
2023-08-18 14:05:50,1.08539396361448,1.12493891199119,0.487933039944619,0.945732664084062,1.01802557556331,-153.895346720237,41.540554666426,76.279878099449,0.0284216590970755,-5.87352151051164,7.16826392104849,49.7771933861077,19.6788654313423,0.58399299136363,24.9276672787964,2.95375891868025,0.559703525993973,3.63610791158862,160.927430551965,0.471532145980746,3.00596280768514,233.504245709628,45.2043413417414,0.0574841182935052,0.0556079498294275,0.0787284458708018,0.036740222485736,0.0872635910399258,0.0395518122194335,0.0124004379697144,0.0036931799123995,0.00309972775296774,2.0359498215995
2023-08-18 14:04:28,0.877542640333995,0.863500270107761,0.320859994315356,0.684243780896068,0.693847833363433,-109.670328965876,50.4111442249268,86.6448898706585,0.0118593201925978,-12.8530201595277,9.76495810318738,115.328422077,31.3661311450414,0.423696339945309,12.7383212540299,5.66328403353691,0.845868139062077,3.19478135649115,350.17597010592,0.366987075889483,4.46503136926331,229.082607561722,84.3543832562864,0.0915302646188531,0.108973048883723,0.123800992082106,0.0795835538892076,0.0850853713838384,0.0700932973511517,0.00481337675568648,0.00518605201703031,0.00531723368649837,1.62680854486629
2023-08-18 14:03:05,1.34996618470177,0.81501060561277,0.509452591091395,0.91765319253318,0.830741491713561,-114.83498797752,57.5930133229122,31.5275888610631,0.0140076492819935,-10.862424261868,9.53856241423637,96.1853270605206,42.0919351838529,0.617638735449873,15.4738715314306,2.56564457528293,1.04145924607292,3.30015855026431,261.666766775306,0.305087983841076,2.87718733702786,242.68285324797,84.1551051428542,0.0773471642960794,0.113027854379034,0.101628921487136,0.0652204643646255,0.0615064686378464,0.0357010495765135,0.0049233841386158,0.00581694406291935,0.0048300306517398,2.04088791587197
2023-08-18 14:01:43,0.958631413523108,1.03968548844568,0.554532314557582,1.43505937070586,1.16212858526735,-85.5049847625196,70.7690557232127,41.975550125353,0.0178653271542862,-10.9771448064595,5.8943351614289,81.0545250959694,38.7829877645709,0.25364037475083,15.5807410692796,4.66713161580265,0.898581874603406,3.22978446548805,267.072558484506,0.5756215963047,2.23920414224267,251.739080389962,89.5409974409267,0.119285290642874,0.0562577844283078,0.0675716069934424,0.0620251527121291,0.050222772827372,0.076612145440653,0.00495756511227228,0.00246930532604456,0.00354740620872471,2.25930638614671
2023-08-18 14:00:18,1.45195089327171,1.05222164443694,0.584326180722565,0.698008906375617,0.283918277118634,-121.210054981057,30.7265340820886,60.8398375600576,0.0108963213576004,-9.72262650961056,5.78901533037424,46.9013676792383,38.4928140160628,0.369702734053135,9.74801224563271,2.163992469199,0.921500059543177,4.01195209706202,271.138562238775,0.40487199195195,3.4334817698691,284.027693467215,84.0343996183947,0.113823421746492,0.1055462290172,0.0554763226560317,0.0688418938126415,0.0408402099395171,0.0890966826761141,0.0122431223772,0.00464675641909707,0.00420331907265354,2.33348487658373
